State,District,Latitude,Longitude,District code,Households_with_Internet,Households_with_Computer,Hindus,Population,Rural_Households,Urban_Households,Married_couples_None_Households,sex_ratio,literacy_rate
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,56148,132774,1823442,3121200,336748,715119,117739,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,4712,15944,404460,817420,266183,11805,23810,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,1290,7266,686524,749237,147388,60325,22200,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,619,6016,778214,845071,169606,37135,16216,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1712,13306,1519384,1701698,400074,70793,53112,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1158,8516,1318869,1385881,250358,48912,16867,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,2109,13755,1505745,1575362,318945,87704,37441,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1166,14368,1595400,1703005,271211,88385,28074,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,40788,94729,1755861,2371061,118893,581826,50804,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,986,5058,552526,757847,115979,62861,13966,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1880,15567,1676918,1762375,375869,95048,38391,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,3588,20034,1923920,2090922,413142,140802,57989,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1432,10504,1186420,1264219,303387,66514,41605,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,616,5251,747693,786754,160453,43401,19319,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,3518,16523,1376591,1563715,274995,101014,31079,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2388,18626,2051219,2185793,412348,103364,36394,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,554,6447,605435,704524,218021,9774,22830,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,2482,11740,1172248,1241519,212765,72320,19054,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,15779,46454,1835299,2032036,172720,272172,35383,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,986,5376,527462,570465,112714,31845,10534,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,2871,14456,1175203,1241350,209650,105746,27496,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,48691,111478,2728225,3276697,200371,587947,57053,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,20443,58601,2159065,2463289,272284,352477,56512,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,744,5591,960925,1025048,211080,24713,11672,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,2179,13094,1240650,1292042,276151,72880,33877,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,912,9042,849518,1054905,279674,37258,36364,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,2324,12507,1192588,1340411,302287,81832,31998,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1781,20172,1875495,1965970,319298,95288,35623,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,1945,8342,741288,826067,174235,67962,18121,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,653,8501,974748,1016520,256744,32179,31859,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1141,9931,1195235,1331597,251272,74441,27719,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1611,12718,1433879,1545814,331894,69823,34808,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,3644,14905,1267043,1455069,266716,107151,30270,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,3406,31194,2268838,2365106,523910,94489,62489,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,4546,24811,2198297,2378458,448408,165507,67856,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,3754,22751,2158623,2228935,461831,114173,52022,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1566,11166,1163607,1311332,270427,59220,18849,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1182,10417,1145052,1379131,335045,47542,40359,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1733,10817,997073,1066063,233594,57846,32653,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1382,10797,1321003,1512681,312611,73997,27658,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,273,5393,638702,687861,150146,26376,14533,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1852,15304,1648749,1726050,367859,66759,40169,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,837,10790,1077545,1127033,250953,25916,26752,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1090,10899,1383475,1445166,322772,60220,29302,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,7501,27733,1718204,1986864,300765,188684,37959,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,839,6360,620515,644758,138100,29966,16362,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1926,12888,1287391,1458875,292579,83830,32191,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,6163,24232,1107809,1813906,308158,196077,46592,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,9438,36185,2055177,2888445,508921,272894,81610,95.0,78.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2362,31168,2291133,2540073,428291,49006,27729,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,23258,69937,2545438,3701282,551789,427343,70397,92.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,2932,13165,1009352,1200334,283843,72575,40079,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,5614,29198,2174672,2585049,563114,135457,50561,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,4767,24877,1845424,2586258,575405,152787,64899,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,8239,31419,1780085,2204307,451324,233331,71209,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,6065,27139,1825460,2050862,382777,146013,41986,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,2866,13595,1153861,1322507,319702,66813,34770,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1221,9676,863199,1177345,242456,41913,18067,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,14297,56775,3457615,4229917,796223,373565,107120,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,3791,17236,1504641,1959046,404746,98084,37587,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,22269,71879,3379906,3876001,796496,382818,100881,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,6217,29758,2006984,2454196,428616,157016,38710,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,57964,135750,3492202,4653570,430844,877522,133609,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,7548,43055,2501741,3361292,591119,230563,54139,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,2579,17047,1521618,1648295,333440,71572,29703,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,45039,138887,5237009,6107187,904661,764271,134054,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,3209,18183,1437623,1657576,367158,77832,37625,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,3982,21196,1328385,1836086,293480,133759,28809,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,235018,490260,8090254,9429408,1165718,2056739,295262,91.0,76.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,3342,13857,1422986,1493984,354278,66638,50440,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,38570,96301,2239370,2634200,581868,377160,94172,96.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,7752,31062,1307211,1615069,538538,100824,95234,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,13212,49056,2440312,2822143,626872,226801,74756,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,14093,57423,2691952,3003741,774522,200949,95038,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,3517,15721,780384,849651,295847,44989,44158,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,15145,59296,3795424,4317756,779929,376302,98038,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,256170,551643,8716055,11060148,713994,2904157,358299,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,4313,16260,1057096,1300774,268486,120218,42921,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1875,10757,859949,1197160,274925,55921,25936,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,6094,29917,2251401,2772348,629243,168889,82559,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,676,3447,175102,237399,34977,21172,3679,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,184,1782,10810,144182,30377,3783,4136,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,837,4496,12034,274143,52972,4853,5155,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,256,2170,43833,479148,38008,1826,2964,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,125,1362,2995,140651,23982,4119,2002,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,880,5110,267146,422168,65961,38302,6551,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,276,2437,7553,183998,36084,5806,5153,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,288,2368,17272,317917,62698,11518,5490,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,5032,19306,144935,825922,106248,108843,38908,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,510,4333,12456,395124,76546,7171,10306,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,179,1625,7036,142334,35930,3713,2782,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,1630,8872,122936,643291,139351,18594,15746,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,149,2462,6498,383461,74832,12299,9383,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,4019,21093,13249,400309,20570,80341,18971,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,186,2263,1075,125745,18395,12717,5263,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,367,1986,4000,83955,9669,12507,3520,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,162,1329,1668,117894,21993,5273,2585,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,482,3725,5231,161428,21479,17315,6235,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,90,1073,2989,86364,16726,4129,3077,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,168,1194,933,56574,7043,5784,1866,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,131,987,991,64937,7472,8018,2735,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,3303,12077,108900,378811,49116,62853,12516,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,1928,7982,25496,267988,31845,44255,13463,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,537,2728,9840,194622,37536,17742,8489,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,178,2844,8102,250260,43607,7415,4495,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,170,1558,3563,163418,38903,7295,9982,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,155,2251,2979,196596,40690,9451,6586,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,198,1757,5605,166343,38499,8170,4522,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,261,2008,2580,140757,31267,6044,5354,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,7370,28289,2197709,2320529,601154,82440,65670,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,2637,15609,1398543,1506337,373862,54244,26718,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,15046,40589,2457729,2624470,579529,210768,62640,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1810,10600,1185542,1192811,315390,36979,30778,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,635,5523,353160,577817,152095,23050,21517,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,9049,41059,3486059,3529031,795476,219918,94730,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,2498,7555,553587,579505,103224,73962,19251,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1953,12622,1555367,1576869,456336,38412,50382,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,768,6609,580300,733110,218446,24489,28197,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1628,11836,1386792,1440361,414749,23494,31406,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,35701,75588,2147632,2251673,331834,356895,56389,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,3988,17294,1294151,1379647,381789,78339,54676,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,448,3908,600219,613192,167884,15839,19230,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2950,17999,2113079,2519738,689110,64479,93415,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,1163,8278,955754,962789,261646,26688,21547,92.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,757,4221,601092,610382,197258,11869,18737,102.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,3416,16006,1644905,1698730,402014,72210,34924,96.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,1553,9166,874445,967911,237343,49205,40786,105.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,5231,14521,964188,1041099,220697,94798,37391,98.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,12787,35024,1532352,2093437,387911,230151,70505,97.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,1868,4870,152638,200222,35618,33715,8098,105.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,574,1484,27940,41816,0,12110,1254,118.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,207,597,53537,55626,0,15519,1827,104.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,29961,63864,690939,2490656,275477,385476,45325,89.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,11284,32253,380569,1388525,218159,137563,26199,87.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,4348,12276,141363,617508,99946,58917,9242,89.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,5138,14294,152851,600163,117559,57337,12860,87.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,10042,31070,906408,2029074,348522,153868,30065,89.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,14428,38445,1074332,2298323,420860,185488,39073,90.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,13747,34328,1000743,1586625,422673,128592,48329,96.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,39082,79134,1394329,2193590,330339,377791,66139,92.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,9732,23145,336124,815168,165433,95770,20093,91.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,58589,123400,1502403,3498739,395032,641789,85908,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,2673,10085,156539,769751,145603,50786,12411,88.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,7897,21662,158414,995746,214295,74144,18663,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,4571,14077,254920,901896,149507,74650,13465,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,24274,55105,783306,1895686,299279,218090,30740,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,6600,17542,304481,684627,148162,60537,13553,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,10736,30955,389410,1655169,292156,156788,27195,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,13499,41732,2201663,2583052,409335,274919,52469,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,9750,45770,3039279,3674179,782294,212967,46360,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,2324,15062,1701234,1797485,390437,39407,28123,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1363,9491,1133349,1222755,249184,69804,18037,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2766,37730,2244882,2603751,542825,55980,37116,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,4179,26106,2143046,2548462,479437,129697,32613,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,6207,24014,2224839,2408523,530015,145865,56286,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,7607,29531,2073356,2363937,335754,196179,22565,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1392,7705,1017688,1110906,239836,63452,20523,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,4941,16560,1413163,1544338,366780,88873,34471,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2577,15259,1777879,2039547,344897,148996,20714,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1719,14539,1582335,1634409,361084,59610,20394,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1330,9504,1127520,1206516,214670,58626,19833,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1477,11742,1340065,1388552,322816,31547,23104,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,6295,24901,1437144,1969168,397697,164897,30207,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,3360,16217,1433067,1774692,389059,108694,24322,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,76565,182350,5819980,6626178,754841,977838,89953,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,754,7416,497045,669919,159117,30830,10055,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1585,12794,1732852,1828730,419216,48202,25735,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1750,9403,1299751,1411129,298624,63763,23832,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,4828,24178,1905682,2137045,500452,150357,30267,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,19335,54808,3224399,3687165,584215,307442,44245,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1059,13045,1370977,1458248,305047,59308,22073,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,12843,36297,1661307,1951014,203454,311735,36430,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,4449,35328,2833443,3307743,675712,166489,42702,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,4043,19270,1870543,2037573,512909,139808,46291,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1989,9222,1105676,1156597,304622,61054,28081,99.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1887,14310,1165505,1335551,282057,71264,21601,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,5647,28382,2342076,2677333,527560,178274,29299,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,2146,10297,996562,1036346,238535,69639,22068,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1908,12482,1243527,1421326,298911,81755,23047,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,14211,48517,2869976,3068420,665449,182769,53774,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,80037,127465,1410852,1709346,1086,461132,43639,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,1749,8371,708397,754894,223955,30322,31577,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,217368,355838,3751322,4646732,0,1314125,118340,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,63273,149920,3044145,3458045,284795,884957,125225,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,15396,50938,2391675,2605914,497429,260780,90912,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,3651,18927,1452956,1506843,396819,91107,44454,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,9155,38677,1879494,2159775,443818,269724,77288,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,18604,58861,2115455,2251744,411286,432398,110476,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,100322,200738,3537399,3998252,438799,774705,123421,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,15673,52943,909872,1870374,104253,493788,83750,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,4915,17995,993666,1064493,212241,152420,46334,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,34097,95311,2760502,3038252,417718,592723,112608,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,5585,19692,1435072,1616450,399016,118724,68437,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,8960,31581,1673652,1726601,370357,257127,75446,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,1507,7745,521658,565223,155413,33179,28555,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,4494,18272,1428784,1618345,399712,104229,54067,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,5172,22379,1047411,1353445,290478,126761,51020,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,20660,63867,3326357,3482056,572813,597539,132976,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,5773,24456,1186078,1339101,309224,143193,52495,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,13495,42912,2075870,2405890,479070,274302,93957,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,4667,18830,1148990,1245899,189328,221295,54954,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,75634,174279,3325823,3728104,387237,732196,117828,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,4416,15535,1132785,1264277,321331,86848,50060,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,6445,27529,2294369,2464875,563102,147061,83936,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,20623,69912,3397857,3936331,653499,486801,118114,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,10219,37357,1822626,1942288,363782,370942,89882,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,273,5067,307120,378230,89457,14071,9484,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,997,10310,507967,693947,150437,42184,20405,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,948,10393,736015,876001,219171,44906,23570,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,6394,36186,1512801,1725739,289621,217016,45605,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,27183,82012,3922718,4418797,496971,406852,54438,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,13634,58336,2904140,3673889,582117,275942,51593,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,24122,85491,5102041,5954391,983266,265304,77356,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2509,27308,1985654,2397888,501559,65031,28577,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,2404,14279,1273546,1379545,255836,58438,24401,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,6652,47324,3878626,4613913,891024,80434,51426,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,2989,19999,917474,1303048,246055,69991,17393,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,2681,35463,2291892,3487731,698520,61742,56895,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,4672,42969,3004240,3239774,564927,64454,33855,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,1551,15510,1333242,2148665,410070,35768,29477,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1655,18612,1637549,1799410,378056,67569,32386,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3159,26293,2505444,3260699,635840,79068,68325,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,15164,56575,2830768,4448359,631613,362798,66210,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,3423,30244,2082976,2464464,513960,31065,34022,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,7303,37341,2032081,3682713,683875,224648,50423,92.0,58.0
